TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL vs. DEN,12-11-2023,L,240,122,44,96,45.8,17,44,38.6,17,18,94.4,13,22,35,25,9,2,10,21,-7,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC vs. POR,12-11-2023,W,240,132,49,89,55.1,13,34,38.2,21,22,95.5,9,26,35,33,7,9,9,20,5,,,,,,,,,,,,,,,,,,,,,,,,,
POR,POR @ LAC,12-11-2023,L,240,127,43,90,47.8,19,40,47.5,22,26,84.6,11,25,36,25,5,4,12,21,-5,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,ORL vs. DET,12-08-2023,W,240,123,49,89,55.1,10,26,38.5,15,19,78.9,6,39,45,26,5,4,10,20,32,,,,,,,,,,,,,,,,,,,,,,,,,
DET,DET @ ORL,12-08-2023,L,240,91,34,81,42,6,30,20,17,24,70.8,8,30,38,17,3,2,16,17,-32,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR @ CHA,12-08-2023,L,240,116,47,93,50.5,6,32,18.8,16,21,76.2,14,28,42,32,7,2,14,21,-3,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,CHA vs. TOR,12-08-2023,W,240,119,44,79,55.7,13,25,52,18,20,90,7,24,31,30,7,4,16,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,PHI vs. ATL,12-08-2023,W,240,125,42,87,48.3,11,30,36.7,30,37,81.1,14,34,48,24,6,8,11,14,11,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL @ PHI,12-08-2023,L,240,114,41,104,39.4,13,39,33.3,19,21,90.5,23,32,55,20,3,4,14,23,-11,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,BOS vs. NYK,12-08-2023,W,240,133,48,91,52.7,19,47,40.4,18,21,85.7,8,26,34,24,8,5,8,19,10,,,,,,,,,,,,,,,,,,,,,,,,,
NYK,NYK @ BOS,12-08-2023,L,240,123,44,88,50,15,37,40.5,20,27,74.1,12,32,44,28,4,3,14,20,-10,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,MIN @ MEM,12-08-2023,W,240,127,44,88,50,15,38,39.5,24,26,92.3,15,39,54,30,4,8,13,17,24,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM vs. MIN,12-08-2023,L,240,103,37,86,43,15,35,42.9,14,19,73.7,8,20,28,24,7,4,10,23,-24,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,MIA vs. CLE,12-08-2023,L,240,99,37,86,43,15,42,35.7,10,15,66.7,7,30,37,23,5,5,18,23,-12,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,CLE @ MIA,12-08-2023,W,240,111,40,87,46,14,38,36.8,17,26,65.4,12,39,51,21,13,2,13,17,12,,,,,,,,,,,,,,,,,,,,,,,,,
OKC,OKC vs. GSW,12-08-2023,W,265,138,51,98,52,5,29,17.2,31,36,86.1,11,28,39,15,17,7,11,22,2,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW @ OKC,12-08-2023,L,265,136,49,104,47.1,19,48,39.6,19,23,82.6,24,36,60,29,3,2,29,28,-2,,,,,,,,,,,,,,,,,,,,,,,,,
SAS,SAS vs. CHI,12-08-2023,L,240,112,39,83,47,17,42,40.5,17,20,85,10,34,44,35,4,9,13,20,-9,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,CHI @ SAS,12-08-2023,W,240,121,47,102,46.1,13,28,46.4,14,24,58.3,24,32,56,27,9,2,8,19,9,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX vs. SAC,12-08-2023,L,240,106,40,83,48.2,11,32,34.4,15,23,65.2,8,32,40,26,8,5,11,19,-8,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC @ PHX,12-08-2023,W,240,114,42,92,45.7,14,39,35.9,16,20,80,15,35,50,25,7,0,13,22,8,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN vs. HOU,12-08-2023,L,240,106,38,90,42.2,10,28,35.7,20,27,74.1,12,35,47,22,4,5,10,24,-8,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,HOU @ DEN,12-08-2023,W,240,114,35,82,42.7,13,39,33.3,31,42,73.8,11,36,47,21,3,3,10,20,8,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL @ POR,12-08-2023,W,240,125,47,91,51.6,12,39,30.8,19,22,86.4,9,33,42,26,8,5,15,23,13,,,,,,,,,,,,,,,,,,,,,,,,,
POR,POR vs. DAL,12-08-2023,L,240,112,39,105,37.1,18,53,34,16,18,88.9,18,30,48,20,9,1,15,24,-13,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC @ UTA,12-08-2023,W,240,117,43,88,48.9,15,34,44.1,16,21,76.2,11,29,40,23,8,9,14,18,14,,,,,,,,,,,,,,,,,,,,,,,,,
UTA,UTA vs. LAC,12-08-2023,L,240,103,38,84,45.2,9,31,29,18,24,75,8,32,40,23,10,10,16,17,-14,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS @ BKN,12-08-2023,L,240,97,38,91,41.8,6,33,18.2,15,21,71.4,12,29,41,19,4,7,16,19,-27,,,,,,,,,,,,,,,,,,,,,,,,,
BKN,BKN vs. WAS,12-08-2023,W,240,124,50,104,48.1,10,33,30.3,14,18,77.8,18,37,55,27,8,8,11,18,27,,,,,,,,,,,,,,,,,,,,,,,,,
LAL,LAL vs. NOP,12-07-2023,W,240,133,47,86,54.7,17,35,48.6,22,29,75.9,11,48,59,31,6,4,15,16,44,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP @ LAL,12-07-2023,L,240,89,34,95,35.8,7,31,22.6,14,20,70,12,30,42,22,7,5,12,21,-44,,,,,,,,,,,,,,,,,,,,,,,,,
IND,IND @ MIL,12-07-2023,W,240,128,50,102,49,7,33,21.2,21,25,84,15,36,51,30,9,8,10,21,9,,,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL vs. IND,12-07-2023,L,240,119,43,96,44.8,12,33,36.4,21,28,75,12,34,46,19,3,9,12,17,-9,,,,,,,,,,,,,,,,,,,,,,,,,
DET,DET vs. MEM,12-06-2023,L,240,102,41,91,45.1,11,35,31.4,9,9,100,8,34,42,30,9,6,17,17,-14,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,ORL @ CLE,12-06-2023,L,240,111,41,84,48.8,2,23,8.7,27,37,73,7,29,36,22,10,6,11,21,-10,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR vs. MIA,12-06-2023,L,240,103,37,86,43,14,37,37.8,15,17,88.2,8,38,46,29,3,8,14,18,-9,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM @ DET,12-06-2023,W,240,116,47,91,51.6,11,26,42.3,11,14,78.6,9,37,46,26,10,8,14,9,14,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,MIA @ TOR,12-06-2023,W,240,112,41,89,46.1,14,38,36.8,16,19,84.2,8,36,44,33,5,4,7,18,9,,,,,,,,,,,,,,,,,,,,,,,,,
BKN,BKN @ ATL,12-06-2023,W,240,114,43,94,45.7,11,27,40.7,17,24,70.8,12,33,45,24,7,6,12,19,1,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL vs. BKN,12-06-2023,L,240,113,42,94,44.7,12,35,34.3,17,18,94.4,11,38,49,25,5,4,13,23,-1,,,,,,,,,,,,,,,,,,,,,,,,,
OKC,OKC @ HOU,12-06-2023,L,240,101,37,87,42.5,8,29,27.6,19,24,79.2,4,26,30,22,14,10,9,21,-9,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,HOU vs. OKC,12-06-2023,W,240,110,40,83,48.2,15,33,45.5,15,22,68.2,10,43,53,28,6,5,21,16,9,,,,,,,,,,,,,,,,,,,,,,,,,
UTA,UTA @ DAL,12-06-2023,L,240,97,35,87,40.2,12,33,36.4,15,18,83.3,11,32,43,22,6,3,19,20,-50,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL vs. UTA,12-06-2023,W,240,147,56,101,55.4,22,49,44.9,13,19,68.4,11,36,47,37,11,5,8,14,50,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,CHA @ CHI,12-06-2023,L,240,100,39,90,43.3,10,37,27,12,12,100,12,30,42,25,9,9,17,24,-11,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,CHI vs. CHA,12-06-2023,W,240,111,38,90,42.2,12,25,48,23,29,79.3,21,36,57,23,6,6,16,16,11,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS vs. PHI,12-06-2023,L,240,126,52,92,56.5,14,35,40,8,8,100,2,30,32,39,8,6,11,22,-5,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,PHI @ WAS,12-06-2023,W,240,131,47,92,51.1,8,27,29.6,29,34,85.3,11,32,43,29,7,2,11,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC vs. DEN,12-06-2023,W,240,111,40,87,46,12,27,44.4,19,25,76,13,38,51,21,7,9,11,14,9,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN @ LAC,12-06-2023,L,240,102,41,98,41.8,12,31,38.7,8,9,88.9,14,32,46,29,7,5,11,20,-9,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW vs. POR,12-06-2023,W,240,110,36,86,41.9,10,34,29.4,28,33,84.8,15,35,50,20,4,3,17,19,4,,,,,,,,,,,,,,,,,,,,,,,,,
POR,POR @ GSW,12-06-2023,L,240,106,39,95,41.1,16,46,34.8,12,16,75,11,29,40,22,8,3,10,30,-4,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,MIN vs. SAS,12-06-2023,W,240,102,36,87,41.4,12,40,30,18,21,85.7,11,44,55,20,4,10,14,16,8,,,,,,,,,,,,,,,,,,,,,,,,,
SAS,SAS @ MIN,12-06-2023,L,240,94,38,101,37.6,8,36,22.2,10,15,66.7,13,36,49,23,7,4,12,17,-8,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,CLE vs. ORL,12-06-2023,W,240,121,46,86,53.5,14,34,41.2,15,20,75,10,35,45,29,5,2,17,27,10,,,,,,,,,,,,,,,,,,,,,,,,,
LAL,LAL vs. PHX,12-05-2023,W,240,106,38,102,37.3,9,30,30,21,25,84,21,24,45,24,11,2,10,19,3,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX @ LAL,12-05-2023,L,240,103,37,75,49.3,12,25,48,17,21,81,8,36,44,25,8,5,22,21,-3,,,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL vs. NYK,12-05-2023,W,240,146,55,91,60.4,23,38,60.5,13,19,68.4,12,25,37,32,12,6,12,23,24,,,,,,,,,,,,,,,,,,,,,,,,,
NYK,NYK @ MIL,12-05-2023,L,240,122,43,87,49.4,7,23,30.4,29,33,87.9,12,24,36,27,8,4,17,17,-24,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP @ SAC,12-04-2023,W,240,127,47,87,54,14,31,45.2,19,23,82.6,13,29,42,29,12,7,14,22,10,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC vs. NOP,12-04-2023,L,240,117,38,85,44.7,14,41,34.1,27,33,81.8,11,27,38,29,8,2,14,18,-10,,,,,,,,,,,,,,,,,,,,,,,,,
IND,IND vs. BOS,12-04-2023,W,240,122,43,94,45.7,19,40,47.5,17,21,81,7,34,41,28,8,4,6,15,10,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,BOS @ IND,12-04-2023,L,240,112,46,97,47.4,12,41,29.3,8,12,66.7,13,43,56,27,5,9,18,19,-10,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC vs. GSW,12-02-2023,W,240,113,44,90,48.9,13,39,33.3,12,14,85.7,5,35,40,31,5,6,11,21,1,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW @ LAC,12-02-2023,L,240,112,38,86,44.2,17,43,39.5,19,24,79.2,6,36,42,31,5,4,15,15,-1,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,MIN @ CHA,12-02-2023,W,240,123,43,84,51.2,11,31,35.5,26,30,86.7,10,31,41,26,5,3,11,16,6,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,CHA vs. MIN,12-02-2023,L,240,117,44,91,48.4,12,25,48,17,19,89.5,10,26,36,29,6,4,8,22,-6,,,,,,,,,,,,,,,,,,,,,,,,,
DET,DET vs. CLE,12-02-2023,L,240,101,39,83,47,8,30,26.7,15,23,65.2,10,39,49,24,9,3,16,20,-9,,,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL vs. ATL,12-02-2023,W,240,132,53,89,59.6,14,33,42.4,12,15,80,8,36,44,33,5,6,16,19,11,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL @ MIL,12-02-2023,L,240,121,45,101,44.6,15,38,39.5,16,21,76.2,15,25,40,23,11,4,11,14,-11,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,MIA vs. IND,12-02-2023,L,240,129,48,89,53.9,12,25,48,21,24,87.5,6,22,28,27,3,1,12,22,-15,,,,,,,,,,,,,,,,,,,,,,,,,
IND,IND @ MIA,12-02-2023,W,240,144,56,85,65.9,16,32,50,16,20,80,3,29,32,35,4,8,10,24,15,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL vs. OKC,12-02-2023,L,240,120,39,87,44.8,19,52,36.5,23,35,65.7,15,32,47,26,5,12,16,21,-6,,,,,,,,,,,,,,,,,,,,,,,,,
OKC,OKC @ DAL,12-02-2023,W,240,126,44,100,44,20,44,45.5,18,22,81.8,16,34,50,24,8,5,13,24,6,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX vs. MEM,12-02-2023,W,240,116,36,83,43.4,9,26,34.6,35,43,81.4,12,32,44,24,10,5,17,21,7,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM @ PHX,12-02-2023,L,240,109,39,86,45.3,9,31,29,22,24,91.7,8,32,40,14,9,8,17,31,-7,,,,,,,,,,,,,,,,,,,,,,,,,
UTA,UTA vs. POR,12-02-2023,W,265,118,46,94,48.9,7,34,20.6,19,24,79.2,16,40,56,27,5,11,18,21,5,,,,,,,,,,,,,,,,,,,,,,,,,
POR,POR @ UTA,12-02-2023,L,265,113,38,95,40,13,40,32.5,24,27,88.9,11,29,40,17,11,5,11,20,-5,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN @ SAC,12-02-2023,L,240,117,49,99,49.5,6,25,24,13,20,65,8,38,46,35,9,7,11,14,-6,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC vs. DEN,12-02-2023,W,240,123,48,99,48.5,16,34,47.1,11,15,73.3,9,38,47,33,7,5,11,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP @ CHI,12-02-2023,L,240,118,41,82,50,8,25,32,28,35,80,13,26,39,20,10,1,12,17,-6,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,CHI vs. NOP,12-02-2023,W,240,124,48,88,54.5,17,40,42.5,11,15,73.3,12,29,41,32,6,8,13,21,6,,,,,,,,,,,,,,,,,,,,,,,,,
LAL,LAL vs. HOU,12-02-2023,W,240,107,40,89,44.9,8,27,29.6,19,27,70.4,9,39,48,24,11,7,12,17,10,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,HOU @ LAL,12-02-2023,L,240,97,36,89,40.4,11,31,35.5,14,18,77.8,11,43,54,24,5,7,17,23,-10,,,,,,,,,,,,,,,,,,,,,,,,,
BKN,BKN vs. ORL,12-02-2023,W,240,129,46,91,50.5,14,34,41.2,23,31,74.2,14,43,57,31,4,8,11,21,28,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,ORL @ BKN,12-02-2023,L,240,101,35,88,39.8,9,29,31,22,27,81.5,8,29,37,24,3,5,11,27,-28,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,CLE @ DET,12-02-2023,W,240,110,44,89,49.4,10,30,33.3,12,18,66.7,8,35,43,25,11,1,11,18,9,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM @ DAL,12-01-2023,W,240,108,44,90,48.9,11,34,32.4,9,11,81.8,13,39,52,27,8,12,15,23,14,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,ORL vs. WAS,12-01-2023,W,240,130,46,89,51.7,12,31,38.7,26,33,78.8,10,34,44,35,6,8,15,23,5,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL vs. MEM,12-01-2023,L,240,94,34,92,37,12,39,30.8,14,21,66.7,13,29,42,27,9,5,12,13,-14,,,,,,,,,,,,,,,,,,,,,,,,,
NYK,NYK @ TOR,12-01-2023,W,240,119,45,90,50,16,36,44.4,13,16,81.3,11,32,43,30,6,3,13,15,13,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR vs. NYK,12-01-2023,L,240,106,44,100,44,6,32,18.8,12,17,70.6,19,29,48,32,7,6,12,19,-13,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS @ ORL,12-01-2023,L,240,125,45,89,50.6,13,28,46.4,22,31,71,8,32,40,25,8,5,14,29,-5,,,,,,,,,,,,,,,,,,,,,,,,,
SAS,SAS @ NOP,12-01-2023,L,240,106,38,83,45.8,16,39,41,14,17,82.4,8,31,39,28,5,5,20,21,-15,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP vs. SAS,12-01-2023,W,240,121,42,85,49.4,10,31,32.3,27,29,93.1,10,32,42,26,8,6,12,15,15,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,PHI @ BOS,12-01-2023,L,240,119,43,94,45.7,16,35,45.7,17,23,73.9,15,27,42,16,16,5,16,24,-6,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,BOS vs. PHI,12-01-2023,W,240,125,39,77,50.6,16,33,48.5,31,36,86.1,10,36,46,25,10,8,20,18,6,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN @ PHX,12-01-2023,W,240,119,50,88,56.8,12,32,37.5,7,12,58.3,4,28,32,38,8,4,9,21,8,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX vs. DEN,12-01-2023,L,240,111,39,84,46.4,9,27,33.3,24,26,92.3,8,35,43,22,4,9,12,17,-8,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,MIN vs. UTA,11/30/2023,W,240,101,39,89,43.8,13,35,37.1,10,13,76.9,10,32,42,29,13,7,12,16,11,,,,,,,,,,,,,,,,,,,,,,,,,
UTA,UTA @ MIN,11/30/2023,L,240,90,33,87,37.9,11,34,32.4,13,14,92.9,13,38,51,22,6,4,21,19,-11,,,,,,,,,,,,,,,,,,,,,,,,,
IND,IND @ MIA,11/30/2023,L,240,132,50,98,51,11,43,25.6,21,32,65.6,10,24,34,30,11,5,10,31,-10,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,MIA vs. IND,11/30/2023,W,240,142,48,86,55.8,8,21,38.1,38,45,84.4,10,38,48,25,4,1,14,28,10,,,,,,,,,,,,,,,,,,,,,,,,,
BKN,BKN vs. CHA,11/30/2023,L,240,128,52,105,49.5,14,36,38.9,10,15,66.7,22,30,52,21,6,4,9,11,-1,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,CHA @ BKN,11/30/2023,W,240,129,46,91,50.5,21,36,58.3,16,16,100,13,28,41,30,6,7,9,16,1,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,CLE vs. POR,11/30/2023,L,240,95,38,89,42.7,7,32,21.9,12,12,100,14,21,35,25,12,2,19,15,-8,,,,,,,,,,,,,,,,,,,,,,,,,
POR,POR @ CLE,11/30/2023,W,240,103,39,77,50.6,14,35,40,11,11,100,9,31,40,29,10,4,23,17,8,,,,,,,,,,,,,,,,,,,,,,,,,
DET,DET @ NYK,11/30/2023,L,240,112,43,81,53.1,15,35,42.9,11,17,64.7,8,34,42,22,4,3,20,25,-6,,,,,,,,,,,,,,,,,,,,,,,,,
NYK,NYK vs. DET,11/30/2023,W,240,118,41,88,46.6,16,41,39,20,28,71.4,12,29,41,25,8,3,11,17,6,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,CHI vs. MIL,11/30/2023,W,265,120,45,98,45.9,13,37,35.1,17,22,77.3,14,37,51,32,14,4,21,18,7,,,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL @ CHI,11/30/2023,L,265,113,44,98,44.9,16,48,33.3,9,13,69.2,9,34,43,28,12,6,21,21,-7,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW vs. LAC,11/30/2023,W,240,120,41,82,50,15,39,38.5,23,31,74.2,10,37,47,30,3,4,9,18,6,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC @ GSW,11/30/2023,L,240,114,42,95,44.2,12,32,37.5,18,24,75,15,28,43,26,5,1,6,21,-6,,,,,,,,,,,,,,,,,,,,,,,,,
OKC,OKC vs. LAL,11/30/2023,W,240,133,50,94,53.2,14,42,33.3,19,22,86.4,8,40,48,29,9,6,9,24,23,,,,,,,,,,,,,,,,,,,,,,,,,
LAL,LAL @ OKC,11/30/2023,L,240,110,36,81,44.4,11,33,33.3,27,32,84.4,7,34,41,24,6,2,14,20,-23,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL @ SAS,11/30/2023,W,240,137,49,96,51,14,33,42.4,25,29,86.2,8,29,37,24,14,2,10,25,2,,,,,,,,,,,,,,,,,,,,,,,,,
SAS,SAS vs. ATL,11/30/2023,L,240,135,48,89,53.9,18,41,43.9,21,23,91.3,11,36,47,34,4,7,21,22,-2,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,ORL vs. WAS,11/29/2023,W,240,139,51,84,60.7,17,27,63,20,24,83.3,9,35,44,34,5,6,19,22,19,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,WAS @ ORL,11/29/2023,L,240,120,41,87,47.1,11,29,37.9,27,35,77.1,7,22,29,28,14,3,10,20,-19,,,,,,,,,,,,,,,,,,,,,,,,,
PHX,PHX @ TOR,11/29/2023,L,240,105,38,94,40.4,7,26,26.9,22,23,95.7,12,35,47,25,3,5,10,15,-7,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR vs. PHX,11/29/2023,W,240,112,42,93,45.2,10,27,37,18,21,85.7,15,34,49,25,7,5,10,22,7,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,PHI @ NOP,11/29/2023,L,240,114,42,81,51.9,14,34,41.2,16,18,88.9,8,22,30,28,8,7,21,26,-10,,,,,,,,,,,,,,,,,,,,,,,,,
NOP,NOP vs. PHI,11/29/2023,W,240,124,42,78,53.8,10,30,33.3,30,34,88.2,13,27,40,33,11,4,21,22,10,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,HOU @ DEN,11/29/2023,L,240,124,47,86,54.7,16,41,39,14,19,73.7,8,27,35,27,3,5,9,20,-10,,,,,,,,,,,,,,,,,,,,,,,,,
DET,DET vs. LAL,11/29/2023,L,240,107,40,97,41.2,15,36,41.7,12,14,85.7,10,29,39,28,8,3,14,31,-26,,,,,,,,,,,,,,,,,,,,,,,,,
LAL,LAL @ DET,11/29/2023,W,240,133,45,88,51.1,12,34,35.3,31,38,81.6,8,41,49,28,7,10,12,12,26,,,,,,,,,,,,,,,,,,,,,,,,,
UTA,UTA @ MEM,11/29/2023,L,240,91,34,90,37.8,16,39,41,7,12,58.3,12,27,39,26,8,8,18,14,-14,,,,,,,,,,,,,,,,,,,,,,,,,
MEM,MEM vs. UTA,11/29/2023,W,240,105,43,87,49.4,13,39,33.3,6,8,75,12,39,51,26,9,10,17,15,14,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC vs. LAC,11/29/2023,L,240,117,40,86,46.5,13,41,31.7,24,28,85.7,13,34,47,22,1,1,14,20,-14,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,LAC @ SAC,11/29/2023,W,240,131,50,93,53.8,14,28,50,17,22,77.3,8,29,37,28,8,5,7,20,14,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,DEN vs. HOU,11/29/2023,W,240,134,48,95,50.5,19,43,44.2,19,26,73.1,13,28,41,37,4,2,4,18,10,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,BOS vs. CHI,11/28/2023,W,240,124,47,90,52.2,21,49,42.9,9,12,75,11,41,52,36,6,9,16,18,27,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,CHI @ BOS,11/28/2023,L,240,97,39,90,43.3,9,28,32.1,10,18,55.6,9,28,37,25,11,7,8,13,-27,,,,,,,,,,,,,,,,,,,,,,,,,
NYK,NYK vs. CHA,11/28/2023,W,240,115,41,88,46.6,15,38,39.5,18,20,90,15,39,54,21,10,7,16,12,24,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,CHA @ NYK,11/28/2023,L,240,91,37,89,41.6,13,31,41.9,4,7,57.1,13,28,41,21,8,2,17,14,-24,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,TOR @ BKN,11/28/2023,L,240,103,39,101,38.6,13,36,36.1,12,19,63.2,15,31,46,27,11,3,7,21,-12,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,CLE vs. ATL,11/28/2023,W,240,128,50,93,53.8,13,36,36.1,15,17,88.2,12,43,55,27,8,12,17,20,23,,,,,,,,,,,,,,,,,,,,,,,,,
ATL,ATL @ CLE,11/28/2023,L,240,105,35,101,34.7,13,44,29.5,22,24,91.7,14,30,44,21,9,3,11,16,-23,,,,,,,,,,,,,,,,,,,,,,,,,
MIL,MIL @ MIA,11/28/2023,W,240,131,47,88,53.4,13,35,37.1,24,27,88.9,8,37,45,26,3,4,9,21,7,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,MIA vs. MIL,11/28/2023,L,240,124,48,94,51.1,14,30,46.7,14,21,66.7,8,27,35,32,3,5,6,22,-7,,,,,,,,,,,,,,,,,,,,,,,,,
OKC,OKC @ MIN,11/28/2023,L,240,103,37,90,41.1,11,30,36.7,18,23,78.3,9,27,36,22,8,4,10,23,-3,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,MIN vs. OKC,11/28/2023,W,240,106,33,78,42.3,14,33,42.4,26,32,81.3,10,41,51,18,3,9,20,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
DAL,DAL vs. HOU,11/28/2023,W,240,121,42,89,47.2,12,34,35.3,25,29,86.2,9,29,38,25,5,4,7,25,6,,,,,,,,,,,,,,,,,,,,,,,,,
HOU,HOU @ DAL,11/28/2023,L,240,115,42,85,49.4,8,29,27.6,23,29,79.3,10,30,40,33,2,6,12,27,-6,,,,,,,,,,,,,,,,,,,,,,,,,
SAC,SAC vs. GSW,11/28/2023,W,240,124,41,91,45.1,15,44,34.1,27,42,64.3,12,34,46,25,8,7,10,23,1,,,,,,,,,,,,,,,,,,,,,,,,,
GSW,GSW @ SAC,11/28/2023,L,240,123,40,83,48.2,17,41,41.5,26,30,86.7,9,43,52,25,6,6,20,31,-1,,,,,,,,,,,,,,,,,,,,,,,,,
BKN,BKN vs. TOR,11/28/2023,W,240,115,40,89,44.9,13,38,34.2,22,26,84.6,13,46,59,26,7,8,15,17,12,,,,,,,,,,,,,,,,,,,,,,,,,
POR,POR @ IND,11/27/2023,W,240,114,40,85,47.1,9,18,50,25,31,80.6,9,29,38,20,6,4,16,21,4,,,,,,,,,,,,,,,,,,,,,,,,,
IND,IND vs. POR,11/27/2023,L,240,110,42,88,47.7,8,33,24.2,18,24,75,10,32,42,26,10,6,20,24,-4,,,,,,,,,,,,,,,,,,,,,,,,,
